h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,label
13.472,18.009,0,2.2521,1.4479,57.136,0.34855,3.8049,0.75085,0,2.7788,0,7.3491,8.8285,7.1496,11.21,37.807,11.746,1.0994,1.226,3.4297,10.155,0.34855,8.5242,11.208,11.298,7.805,39.419,14.866,2.7788,2.2521,0.75085,0.75085,0,0.045455,0.068182,0.79545,0.090909,0,0,1,0,0,0,0,1,0,0,0
15.286,16.622,0,1.5492,2.7919,52.233,1.246,5.1589,1.6095,0,3.5026,0,6.3948,7.265,4.5458,12.25,37.978,12.755,3.2855,3.6019,4.4566,7.4668,1.9519,4.8295,11.353,16.51,7.9254,34.831,14.383,3.5026,0.22149,2.0337,2.4585,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8.0287,24.665,0,4.3516,2.838,47.832,0.88012,6.3095,2.0555,0,3.0389,0,1.2302,6.8477,2.8518,14.495,40.123,12.038,2.9356,3.9167,3.8651,11.696,0.88012,6.5136,19.369,9.7375,3.5883,35.494,12.916,3.0389,3.3739,2.5443,2.5443,0,0.020408,0.22449,0.7551,0,0,0,1,0,0,0,0,1,0,0,0
10.747,8.2443,0,8.8047,1.821,53.095,3.3614,9.1203,0.35901,0,4.447,1.6591,3.6221,4.7354,1.5327,9.8106,39.64,15.888,5.7507,3.4029,1.8177,12.141,4.0672,6.375,7.4452,8.2992,4.1166,35.323,22.027,1.1288,1.897,2.6243,6.6971,0,0,0.14815,0.85185,0,0,0,1,0,0,0,0,1,0,0,0
6.9764,8.3316,0,5.8928,2.06,51.054,4.7019,16.174,1.4489,0,3.3598,1.1994,4.6298,4.1079,2.7788,10.332,40.388,10.187,6.1592,2.3992,3.9629,13.856,3.5928,6.2596,9.7001,9.0276,8.3432,38.181,11.385,2.037,1.9861,2.6685,6.8194,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3.9427,3.6743,0,8.6667,4.4556,51.998,7.0742,14.922,2.2858,0,2.9801,1.6559,1.5626,0,0.69422,13.846,38.205,15.432,8.4853,3.9427,1.5222,14.655,5.4649,6.1125,6.0648,3.2185,3.6919,33.568,21.662,2.9801,0.78128,7.0565,9.4004,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5.4167,6.1075,0,6.0063,5.135,42.927,4.5384,15.998,3.1611,0,10.71,4.1609,2.6322,1.585,2.1303,9.8815,34.429,16.905,9.1361,0.6979,2.5967,15.846,2.8779,5.3064,8.2334,4.9867,6.4196,37.847,13.721,3.8455,1.2478,3.5255,11.989,0,0,0.11111,0.88889,0,0,0,1,0,0,0,0,1,0,0,0
16.236,21.739,0,0.86015,0.63544,53.016,0.31772,2.4882,0,0.45801,4.2484,0.45801,6.4333,7.6541,5.5584,18.846,29.695,9.8763,0.31772,7.7565,5.0671,8.3369,0.31772,5.3907,15.645,13.625,15.816,36.03,7.6094,4.2484,1.3182,0,0,0,0.04,0.28,0.64,0.04,0,0,1,0,0,0,0,1,0,0,0
21.461,17.832,0,0,0,49.713,0,1.4474,0,4.6353,4.9114,4.4549,9.2683,5.8046,4.3285,18.576,21.275,14.494,2.0761,6.6528,6.3418,6.7277,0,5.9791,15.657,9.714,24.155,30.795,5.4091,3.6565,4.6353,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
17.659,20.617,0,0.66596,1.0125,48.747,0.97863,3.6669,0,1.9779,4.6756,1.1341,7.36,6.904,7.1298,20.016,23.137,10.403,1.8214,8.0899,4.6465,9.3578,0.88032,9.131,18.684,7.0885,20.453,28.736,8.2231,3.4738,2.6438,0,0.68625,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22.665,21.536,0,0,0,43.754,0.63138,1.5616,0,2.6439,7.208,2.7828,8.1852,10.569,3.6075,24.33,12.392,10.812,2.8748,11.765,7.1424,5.5387,0.21276,9.7607,25.246,5.9784,21.766,23.774,5.9836,4.6339,2.6439,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
15.799,25.206,0,2.119,1.7155,44.161,0.98022,6.0724,0.43435,0.52965,2.9821,0.27954,6.104,10.188,6.4106,13.744,27.175,11.715,1.9243,3.1623,7.9596,11.338,1.0644,9.386,20.069,11.741,10.775,31.035,9.0412,2.732,2.1821,0.66759,1.3059,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
21.858,13.082,4.7635,0.8737,0,49.534,0,0,0,5.1461,4.7433,15.496,9.9149,1.2776,1.2776,13.197,11.789,13.14,14.531,7.4721,4.1573,7.7475,5.6372,7.4167,13.648,8.9122,22.996,28.841,6.7113,1.2776,4.56,0,0,0.12903,0.25806,0.032258,0.58065,0,0,0,1,0,0,0,0,1,0,0,0
13.19,20.603,5.7745,4.1365,0.39963,46.767,0,0,0,4.1651,4.9644,22.407,2.3466,5.8047,2.3444,7.6802,10.4,13.21,9.3246,11.513,5.9351,9.0351,9.8312,10.352,8.4644,7.6985,16.928,31.864,9.2599,2.744,2.8588,0,0,0,0,0.1,0.9,0,0,0,1,0,0,0,0,1,0,0,0
21.817,19.671,0.47491,0,0,45.91,0,0.32737,0,5.8578,5.9414,13.522,4.0047,5.7644,1.1923,16.948,15.527,13.305,4.6971,10.535,7.7024,6.8022,0.47491,8.2534,17.995,5.7952,28.089,24.965,6.4754,2.0943,5.8578,0,0,0.03125,0.125,0.09375,0.75,0,0,0,1,0,0,0,0,1,0,0,0
27.273,8.304,4.7478,1.5923,0.84921,45.529,0,0,0,4.5503,7.1551,12.284,9.8938,4.2426,3.2693,7.8064,15.217,11.619,19.999,7.1028,1.8357,6.73,5.597,5.9358,8.9486,11.94,20.421,31.091,7.8064,4.5717,3.6879,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
17.093,17.001,1.3486,0,0.31699,48.011,2.4221,0,0,6.6989,7.1075,7.4432,3.5322,9.6171,6.2729,20.047,15.75,13.878,6.8116,8.5999,4.9228,3.1259,1.3486,4.9685,17.009,11.902,22.873,18.989,13.645,3.7962,5.4687,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20.093,10.508,2.9135,1.8861,1.8644,46.55,2.0176,0,0,6.4421,7.7255,12.505,4.2249,6.7952,12.543,11.938,14.03,10.636,13.275,5.8291,2.3538,5.8698,5.0506,5.6805,8.883,12.722,17.349,25.579,14.216,5.5437,4.9765,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20.864,22.645,1.1911,0,0,47.122,0.59351,0,0,3.7618,3.8235,9.3042,9.0869,7.4733,2.955,16.364,10.289,20.587,6.068,10.672,5.5257,1.6737,1.1911,15.108,17.112,6.4542,19.427,27.867,6.8254,2.8128,3.2024,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4.4887,7.5551,0,3.1562,3.1771,51.744,9.0599,14.232,0.44243,1.0322,5.1124,1.1816,4.8981,3.9518,3.8456,13.385,34.121,13.149,4.1043,1.8555,5.9282,13.579,3.7613,6.7666,12.131,7.755,16.084,28.732,13.358,3.4747,2.5047,1.2637,4.169,0,0,0.030928,0.96907,0,0,0,1,0,0,0,0,1,0,0,0
13.596,11.551,0,0,0,51.408,4.5061,5.3621,0,5.1203,8.4563,1.8219,2.1299,11.193,7.2026,20.346,25.193,14.667,3.3931,5.6132,7.1803,1.2592,1.7369,5.0015,16.35,12.256,20.404,19.361,14.21,6.1306,4.5515,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3.1195,4.2539,0,5.7021,2.6279,56.108,8.4937,14.627,1.5725,0,3.4958,2.3551,1.4016,1.7339,3.5024,9.9472,43.009,15.336,5.0251,1.9939,5.6672,10.028,7.1172,8.4995,6.7484,5.4626,10.709,39.149,13.377,2.049,0.31473,3.1128,3.4607,0,0.21053,0.60526,0.065789,0.11842,0,0,1,0,0,0,0,1,0,0,0
16.674,13.727,0,0,0,56.456,2.3946,2.279,0,4.1025,4.3672,3.7556,5.2029,7.528,2.7271,19.319,30.219,13.513,3.022,6.9984,3.4656,4.2485,0.49855,4.2328,13.789,8.805,26.859,25.297,14.599,2.1409,3.7795,0,0,0,0,0,0.96364,0.036364,0,0,1,0,0,0,0,1,0,0,0
0.99173,0.97195,0,1.9438,1.3228,58.419,12.149,22.938,0,0,1.2627,5.3042,2.9998,1.6838,1.7554,10.285,41.236,16.285,2.6944,2.2034,5.4063,10.146,6.3013,5.8704,7.4523,9.5436,13.837,39.427,9.6176,0.3143,0.69418,2.43,4.5126,0,0,0.93976,0.060241,0,0,0,1,0,0,0,0,1,0,0,0
3.0315,3.1568,0,0.38251,0.38251,58.688,14.255,13.571,0,0,6.5338,1.7605,1.9032,5.4126,3.2855,21.535,38.843,14.408,2.001,3.3392,4.2014,3.3106,3.9555,2.9515,8.1232,12.874,20.451,33.179,14.191,1.7289,0.38251,0.50775,1.6553,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.5593,0.5417,0,4.4429,1.3871,51.995,18.713,19.071,0.43093,0,1.8596,1.5332,4.792,1.1427,3.7309,9.9819,41.614,14.832,3.9519,2.319,7.4522,8.6498,4.266,9.6771,8.9829,9.7806,11.179,41.899,7.7402,0.27085,0.84538,0.83253,4.5265,0,0.62766,0.37234,0,0,0,0,1,0,0,0,0,1,0,0,0
16.754,11.758,0.61188,0,0.40866,46.517,2.4953,0.68218,0,10.722,10.052,3.0012,0.65394,10.708,11.098,23.304,28.377,9.328,3.4519,5.5387,3.7608,0.77863,0.95297,5.7686,11.986,11.186,22.684,14.081,17.987,7.1739,8.1815,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
16.675,9.1556,1.0261,0,1.2101,53.68,5.331,0,0,4.0752,8.8469,1.9749,0,11.33,14.875,18.571,28.084,13.244,4.8752,4.3905,2.3083,0.34829,1.0261,3.1497,9.7651,14.882,25.672,15.477,20.474,5.9919,3.5622,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12.773,8.6005,0,0,0.5771,51.031,5.2994,2.1584,0,6.2155,13.345,0.35279,0.7458,9.4019,11.886,22.698,36.524,8.7884,5.5547,3.6943,0.35279,0,1.4126,1.8042,9.725,13.546,15.474,30.395,16.604,7.0313,4.0078,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19.12,5.014,0.71144,0,3.2745,45.926,3.8135,0,0,11.49,10.651,0.35572,0,10.837,20.587,23.209,31.854,5.8675,4.6971,2.2386,0.35572,0,0.71144,0.35572,4.6583,12.772,21.85,24.241,16.194,10.083,9.1355,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20.052,8.246,2.9859,6.2111,0.6259,41.394,0.69731,0,0,7.2034,12.584,7.9607,3.2999,0.66207,5.8659,9.3635,16.588,17.674,19.188,5.1804,0.23306,13.984,5.674,0.69062,5.8868,14.082,16.087,35.975,11.973,7.4356,2.1955,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22.347,7.9202,0,0.1979,0,36.486,13.719,0,0,2.72,16.609,0.241,26.922,8.4555,2.2827,12.996,24.245,12.741,7.6697,3.2921,0,1.1551,0,7.1767,19.504,16.945,9.7452,21.121,18.581,4.7335,2.1932,0,0,0,0.020408,0,0.97959,0,0,0,1,0,0,0,0,1,0,0,0
26.222,6.7264,0.54984,1.6152,0.38737,37.984,5.0035,0,0,3.9747,17.537,3.6008,9.7832,4.2812,3.614,16.679,19.652,12.132,17.122,9.9055,0,3.2305,1.4871,1.6988,9.5214,16.877,20.068,21.297,20.19,5.2589,3.6008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19.785,6.5577,2.6816,3.1783,0.534,44.851,2.2473,0,0,9.5218,10.644,5.7169,2.6065,4.3005,11.8,8.9752,21.158,16.143,14.829,6.6895,0.56786,7.2124,3.7875,1.0079,4.0986,15.054,19.522,26.522,16.613,7.2016,6.1932,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
17.111,7.4679,0,0.48517,0.28732,40.361,6.9759,0,0,7.9756,19.336,0.75659,8.859,5.3978,5.2097,15.997,25.123,14.562,12.457,9.1265,0,2.5129,0.28732,2.1864,6.4774,15.873,15.148,25.243,19.668,9.0448,6.0722,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
25.109,7.4619,2.2351,1.3832,1.3824,46.204,1.0695,0,0,4.6562,10.499,10.693,7.6842,5.3024,4.0716,10.754,20.912,6.127,17.392,12.933,0.24986,3.8813,5.0006,0.60206,6.5691,15.557,22.657,23.096,14.441,5.2667,6.8106,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
21.875,5.0893,0,0.86792,0.8131,39.319,3.7478,0,0,8.985,19.303,1.4065,6.8542,3.807,4.3623,15.641,23.289,14.755,20.875,6.5169,0,2.4938,0.8131,1.1265,6.7201,12.73,20.569,24.585,20.326,9.019,4.111,0,0,0,0,0.1129,0.8871,0,0,0,1,0,0,0,0,1,0,0,0
20.582,6.1585,0,0,0,35.718,6.6387,0,0,1.0916,29.811,0,8.7138,1.7096,1.5718,25.816,27.659,8.7931,13.613,11.528,0,0.59603,0,1.0762,6.279,14.038,14.937,27.415,24.942,10.222,1.0916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
17.761,6.6485,0,0,0,39.389,7.1236,0,0,5.2918,23.786,0,14.473,4.8301,1.0323,19.225,25.908,14.898,12.158,7.0264,0,0.44914,0,1.4497,10.639,15.609,12.148,27.402,18.615,10.75,3.3866,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20.701,7.3032,0,0,0,36.484,13.112,0,0,1.5018,20.898,0,19.643,8.3732,2.6627,18.958,26.447,12.061,7.0321,4.4006,0,0.42159,0,6.2304,16.176,13.257,9.6948,24.134,25.792,3.7532,0.96171,0,0,0,0,0.59375,0.40625,0,0,0,1,0,0,0,0,1,0,0,0
18.971,3.0787,1.2618,0.50524,4.893,41.148,6.0493,0,0,13.224,10.869,2.0953,1.4643,8.1283,21.134,16.03,26.766,7.6218,12.481,2.6375,0.6309,1.0105,2.7262,0.6309,3.9123,16.134,20.672,20.097,13.772,13.515,8.5413,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12.065,4.0823,0,0,0.30763,47.341,4.1236,0,0,12.991,19.089,0.30763,7.9203,6.8566,6.1453,10.634,31.415,18.335,11.253,6.8419,0,0.2907,0.30763,0.85456,3.6625,14.55,12.367,25.531,19.432,17.027,5.2501,1.0178,0,0,0.058824,0.36471,0.57647,0,0,0,1,0,0,0,0,1,0,0,0
10.761,6.2695,0,0.38141,1.8932,43.401,3.4342,0,0,17.556,16.304,0.6598,3.8321,6.5417,10.728,9.9767,28.504,16.386,14.4,8.21,0,0.76282,0.6598,0,3.6318,13.547,15.708,22.258,17.502,16.327,9.9282,0.43745,0,0,0,0.033058,0.96694,0,0,0,1,0,0,0,0,1,0,0,0
0,2.6244,3.495,25.252,16.414,21.443,21.489,9.2825,0,0,0,10.07,5.9507,2.363,8.3675,15.383,18.836,10.105,6.9794,4.1161,15.556,2.2733,10.846,7.1345,11.197,5.4331,8.7112,7.4916,4.617,4.367,14.862,17.184,8.1579,0,0.44444,0.53968,0.015873,0,0,0,1,0,0,0,0,1,0,0,0
16.759,2.2818,0,0,4.4156,43.456,3.5902,0,0,14.327,15.17,0,1.0608,8.6842,15.048,6.7977,45.122,8.0082,9.8935,4.4545,0.93141,0,0,0,2.3258,9.379,18.784,24.51,18.689,18.892,5.8241,1.5958,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8.4394,7.3991,0,0,2.038,44.063,3.073,0,0,14.887,20.1,0,8.4486,8.8297,7.1555,5.3069,37.522,15.446,8.3348,8.9564,0,0,0,0.62533,3.0787,13.39,9.439,24.968,13.323,24.875,6.3081,3.9935,0,0,0.071429,0.54286,0.38571,0,0,0,1,0,0,0,0,1,0,0,0
10.751,6.1441,0,0,4.8594,36.204,4.8309,0,0,22.509,14.702,0,6.0197,8.3326,9.9949,6.0102,37.19,13.57,8.6167,10.266,0,0,0,1.0943,5.5271,8.8878,11.486,19.472,15.798,21.977,12.485,3.2732,0,0,0.14607,0.033708,0.82022,0,0,0,1,0,0,0,0,1,0,0,0
9.8179,7.2236,0,0,0,41.022,5.9888,0,0,11.797,24.151,0,9.0138,6.2686,3.3103,17.604,27.741,18.544,9.33,8.189,0,0,0,1.2193,8.7524,14.682,9.8822,23.597,22.277,13.103,4.126,2.3611,0,0,0,0.030769,0.96923,0,0,0,1,0,0,0,0,1,0,0,0
10.995,2.9081,0,0,0,44.866,4.8923,0,0,8.8265,27.512,0,14.593,5.9293,2.6707,19.083,30.608,15.172,7.4172,4.5265,0,0,0,2.9883,5.2639,11.481,9.5407,24.282,24.534,16.573,3.4882,1.8501,0,0,0,0.63333,0.36667,0,0,0,1,0,0,0,0,1,0,0,0
0.28398,0,0,1.8147,13.949,57.905,15.104,10.519,0,0,0.42374,4.0315,10.282,1.2983,0.42976,5.7507,53.577,7.223,0,6.9156,3.6448,6.8469,6.8945,2.9698,1.5081,3.7105,37.742,27.433,1.0734,3.919,5.3809,8.9448,0.42374,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6.5863,6.8296,0,0,0,42.271,5.6766,0,0,12.838,25.798,0,11.263,5.0966,5.4181,9.3584,32.052,21.612,8.4976,6.7017,0,0,0,1.7031,7.2538,11.063,6.0148,29.437,14.426,20.725,6.9601,2.4168,0,0,0,0.79365,0.20635,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,6.4025,2.0918,78.469,2.4497,8.6104,1.9764,0,0,0,0.88318,0,6.0249,1.9764,70.115,7.5228,2.8596,2.0081,1.9764,6.634,5.9292,8.4422,0.88318,0.88318,6.4349,66.162,7.5228,0,0.44159,1.9764,1.3248,0,0.20968,0.48387,0.12903,0.17742,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1.2423,6.1877,90.707,0,1.2423,0.62114,0,0,0,0,0,2.6269,2.6655,69.132,23.713,0.62114,0,0.62114,0.62114,1.8634,0.62114,0,0,3.2481,69.878,23.768,0,0,0.62114,0,0,0.125,0.375,0.020833,0.47917,0,0,1,0,0,0,0,1,0,0,0
0,0,0,3.4393,1.5695,84.454,3.8731,6.0266,0.63758,0,0,0.87834,0,0,3.244,3.7555,72.989,10.744,0.63758,2.1641,1.9073,3.6801,2.3519,7.9606,1.2698,0.87834,2.1567,78.465,5.4014,0,0,1.0767,0.43917,0,0.49425,0.50575,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1.2928,98.707,0,0,0,0,0,0,0,0,4.9913,4.1949,73.603,17.211,0,0,0,0,0,0,0,0,4.9913,77.136,17.873,0,0,0,0,0.0092593,0.5463,0.44444,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1.7273,9.5875,0,2.6086,84.349,0,0,0,0,1.7273,3.4547,0,0,2.6086,3.9265,60.498,19.925,0,0,0,9.5875,4.4809,0,5.1066,1.7273,2.6086,65.749,20.327,0,0,0,0,0,0.015152,0.36364,0.28788,0.33333,0,0,1,0,0,0,0,1,0,0,0
