h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,label
29.038,11.401,1.1951,0,1.5391,39.721,8.4083,5.0636,0,0.43766,3.1957,2.9227,0,8.6979,3.5321,19.84,19.738,29.976,2.1727,1.0237,5.6184,6.4781,0.82849,1.5859,13.964,23.749,16.887,24.475,10.322,2.172,4.8686,0.39083,0.75743,0,0.065217,0.19565,0.52174,0.21739,0,0,1,0,0,0,0,1,0,0,0
24.744,18.613,1.8612,0.57952,2.8349,29.74,11.236,5.2,0,0.31779,4.8738,3.0741,0.69042,4.2643,4.4791,23.26,19.068,26.013,1.5586,4.5529,6.6651,6.3746,0.96352,3.3325,21.151,20.838,20.947,17.378,7.7679,3.0511,1.1351,1.2253,2.2099,0,0,0.025974,0.97403,0,0,0,1,0,0,0,0,1,0,0,0
15.821,19.354,2.5126,0.47087,3.5021,43.213,3.8367,7.2011,0,0,4.0897,1.0824,0,5.7019,0.47087,19.64,32.665,20.508,0.95502,3.9176,6.8228,8.237,0.49473,3.4782,20.402,13.837,7.4555,28.227,15.39,3.0777,4.1593,0.9656,2.5126,0,0.05,0.2,0.725,0.025,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
16.28,9.3289,2.8483,6.0716,5.1164,33.942,7.9337,9.0532,0,0,9.4255,2.5827,0.72559,2.1727,5.9638,13.124,26.375,27.912,3.6952,3.5698,2.5988,11.28,1.511,6.8164,9.3331,15.167,11.856,23.37,17.523,2.2757,1.7601,3.5912,6.7971,0,0,0.25581,0.74419,0,0,0,1,0,0,0,0,1,0,0,0
9.7952,5.8493,3.9024,4.6213,4.4775,41.367,7.2515,15.316,0,0.2853,7.135,3.184,3.2213,2.6143,5.6055,12.617,31.452,17.418,2.2783,4.2844,4.3318,12.994,1.1117,8.5537,9.4456,12.08,10.862,27.827,14.173,3.2639,2.2684,2.5477,7.8669,0,0,0.014286,0.98571,0,0,0,1,0,0,0,0,1,0,0,0
6.5047,3.4003,6.5047,5.8902,8.689,41.057,7.1439,13.526,0,0,7.2834,1.2537,1.203,0,5.8902,11.748,41.376,15.535,0.77874,5.2633,3.2231,13.729,1.4056,12.547,3.85,5.2425,7.2834,25.548,25.296,2.6216,0.60149,6.6689,8.936,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6.3543,5.8382,3.122,11.296,6.2499,31.569,4.5322,11.643,0,0,19.396,6.1774,1.6524,0.90713,2.9543,13.011,21.981,24.022,6.9815,1.3215,4.9639,16.028,1.8366,6.5916,6.9223,9.4115,7.4434,29.478,16.217,4.7305,0.99803,1.9691,14.402,0,0,0.15152,0.84848,0,0,0,1,0,0,0,0,1,0,0,0
16.691,12.327,8.5264,0.85233,4.2513,43.941,3.6283,2.3027,0,2.7733,4.7067,12.786,8.5026,9.0766,0.55039,13.014,19.074,11.645,2.4202,2.7198,7.5088,12.702,9.6,6.1866,16.6,11.159,18.641,26.603,4.7738,2.2356,4.1999,0,0,0,0,0.17143,0.65714,0.17143,0,0,1,0,0,0,0,1,0,0,0
13.871,9.3751,7.1486,4.1247,6.4333,43.06,5.9446,1.0254,0,2.8006,6.2164,11.535,12.855,13.347,0.30714,8.383,14.174,5.1727,3.8445,2.1417,11.528,16.711,11.05,6.9253,13.832,8.6501,18.963,30.773,2.0309,1.6975,6.0776,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
